review_text,score
"we had heard good things about founding farmers so decided to check it out.  we started off with bread, crisps and dips which came with really nice chips, average bread and ok crisps.  the dips were onion, pimento, avocado and another kind - some were decent others good.  we then got the veggie burger with the cornbread stuffing, the avocado toast and the veggie and brie sandwich with mashed potatoes.  the mashed potatoes and cornbread stuffing were excellent, the sandwich was decent and the burger and avocado toast were not goodoverall nice ambiance and decent food",3
"Founding Farmers offers a classic American dining experience, but unfortunately, it didn't fully deliver in terms of service or some dishes.SERVICE - The service started off poorly with the hostess, who was noticeably standoffish and rude. She didn't make eye contact and seemed to disregard our presence entirely. Thankfully, our waiter was kind and friendly, which helped redeem the experience a bit.FOODDeviled Eggs - This was a miss for me. The texture was off, with a crunchy element (likely celery) that didn't belong. The flavor itself lacked depth, and somehow, even the egg flavor got lost. It just didn't come together well.Crazy Corn Chicken Salad - While the salad itself was flavorful, the kettle corn didn't quite work. It felt out of place and didn't pair well with the rest of the dish. I'd skip that next time.Farmhouse Platter - The fried chicken had great flavor but was a bit dry. The BBQ ribs were tough and didn't fall off the bone as expected. The baby cheeseburgers were fine--nothing special. However, the street corn and slaw were both refreshing and a highlight of the dish.Butternut Squash Ravioli - The ravioli was a bit too soft for my taste. I prefer pasta to be more al dente. However, the flavor was a nice balance of sweet and savory, which made it enjoyable overall.Lemon Garlic Broccoli - This was the surprise standout of the meal. The flavor was fantastic--so good that I usually don't pay much attention to my broccoli, but I finished this quickly. Definitely worth ordering as your veggie.While Founding Farmers has some great dishes, there were a few misses, especially with service and certain food items. The atmosphere was decent, but the service hiccups and inconsistent food left me wishing for a more polished experience. I'd still give it another try, but I'm not sure it will be my first choice next time.",3
"We made reservations for 8:45am but the sign said they opened at 9:00am. Luckily, they did in fact open at 8:45am. People were already standing outside waiting! Ethan was our waiter and he was really great. Fast and friendly!Beignets - I've never had a beignet before so I have nothing to compare them. Regardless, these were delicious! Came out hot and fresh. They were soft, moist and flaky. It reminded me of a donut/funnel cake/croissant. My fiancé loved these. He was already full from his entree but couldn't leave without finishing the beignets. Chicken and Waffles - The chicken was a lot better than from our dinner last night at Central Michel. Nicely battered and moist. Waffle was huge and fluffy. The gravy on the side was a nice touch. Roasted Veggie Scramble w/ Chicken Sausage - This came with your choice of a side and bread. I went with the hash browns and multigrain toast. Scramble but good but nothing mind blowing. Something you could throw together at home. Hash browns were generic as well as their toast.Overalls, solid breakfast place. Definitely get the beignets when you come!",3
"I was so excited to head back to Founding Farmers after some time and unfortunately, it left me feeling a little disappointed. We had 6pm reservations, arrived early but were not seated until 6:20pm. Our server was friendly and nice but the poor girl got double sat and we knew she was going to be running. They have the tables all packed in there. All we could hear was the conversation right next to us. Not the best place for a date night. Our drinks took a long time coming from the bar. The highlight was the prosciutto bread. My meal was not that great. The server misheard me and I got what I didn't order. I didn't say anything cause honestly, I just didn't care to be bothered. My husband's steak was alright. Nothing too great. With other amazing places in the city, this place ranked last on all our meals this trip.",3
"Another great visit! This is a must visit anytime we are in DC. This trip did not disappoint. We ordered the deviled eggs and pickled vegetables for our starters. Both are our favorites! Simple but flavorful. I opted for the chicken and waffles, which is a first for me! I was pleasantly surprised at how good the two together can be! The mac and cheese side is amazingly good and I will definitely order just that next time. I'd also like to try the cornbread too. The chicken was fried perfectly. Crispy and not oily. It had a lot of flavor. The chicken gravy side was quite tasty too. The waffles were good but became super soggy after a while. I also ordered the seasonal escabeche which I was super excited about (Brussels sprouts, cauliflower, carrots and onions) but it was a dud. My bowl was nothing but carrots! My daughter ordered the same thing and she had a good mix of all the veggies. Other entrees ordered were the rice and bean burger with smoked tofu and the seasonal chili (beef, veggies and bacon). Both dishes were delicious and enjoyed! We finished our meal off with the triple layer chocolate mousse cake which was rich and decadent. Perfect end to our meal!",3
"Another great visit! This is a must visit anytime we are in DC. This trip did not disappoint. We ordered the deviled eggs and pickled vegetables for our starters. Both are our favorites! Simple but flavorful. I opted for the chicken and waffles, which is a first for me! I was pleasantly surprised at how good the two together can be! The mac and cheese side is amazingly good and I will definitely order just that next time. I'd also like to try the cornbread too. The chicken was fried perfectly. Crispy and not oily. It had a lot of flavor. The chicken gravy side was quite tasty too. The waffles were good but became super soggy after a while. I also ordered the seasonal escabeche which I was super excited about (Brussels sprouts, cauliflower, carrots and onions) but it was a dud. My bowl was nothing but carrots! My daughter ordered the same thing and she had a good mix of all the veggies. Other entrees ordered were the rice and bean burger with smoked tofu and the seasonal chili (beef, veggies and bacon). Both dishes were delicious and enjoyed! We finished our meal off with the triple layer chocolate mousse cake which was rich and decadent. Perfect end to our meal!",3
Had really high hopes for Founding Farmers with all the positive reviews. Made a reservation on Open Table. The place was packed but service was good. Let me start with the food. I ordered the prime rib and it was served cold. That was really disappointing The mushroom gnocchi was just okay. Not too much flavor was more on the bland side.. The corn bread was probably my favorite thing we ordered. The service and vibe was good. I was let down by the food.,3
"I wanted to love this restaurant, but it fell short. I really wish that when serving hot chocolate with whipped cream on top these restaurants would make sure they are starting with really hot cocoa because when it gets to the table it is already cold. If I wanted chocolate milk, I would have ordered that instead. My husband barely touched his $6 cup of cocoa. He did enjoy the beignets, which were light, fluffy and plentiful. The ham on my Benedict was dried out and the hollandaise had an unexpected kick to it, which was off-putting since I am not a fan of spicy foods. Perhaps they overdid it with the cayenne pepper. Hash browns were good. I might give it another try, when in the area, as omelettes looked very good.",3
"Service could've been a little better and the food was just ok on this visit. My first visit was amazing, but my second visit left more to be desired. Will possibly try it again, as maybe it wasn't a good day for the chef.",3
"We stopped in for lunch after visiting the WhiteHouse. The restaurant had a lively vibe and the bathrooms were nice and clean. Our server was great and gave recommendations of what to get since the menu can be overwhelming. My daughter had the spatchcock chicken, hubs had the fried chicken, I had the pastrami melt, and my son the baby cheeseburgers (3). Note that they offer canned sodas or house made sodas which we tried, and no refills. Overall the food was good but not something that wowed me. For a solid lunch this place will fit the bill. My pastrami melt could've been better as it seemed more like a sandwich with toasted bread and tons of slaw. My brussel sprouts were a bit al dente for my liking and needed more seasoning. Solid lunch spot.",3
"A long queue to enter this popular restaurant made me want to check it out for breakfast. One word comes to mind - ""Meh"". Albeit, o no the positive side of 'meh'. The chicken and waffles were good. The fluffiest waffle I ever had!  I liked the opportunity to sit outside as well.  So why only three stars. It has that chain restaurant feeling. The staff work really hard, but there simply not enough of them. Then again, it is Labor Day, so maybe they were short staffed. I don't think I'll be coming here again. It's not a bad place, just not my cup of tea.",3
This restaurant can be hot or miss. I've come to prefer the Tyson's outlet over dc. Ordered scallops and they were very overcooked and dry alongside a less than creamy risotto. Frustrating when the meal has such potential that is missed by rushed kitchen staff not paying attention to the menu. Date had the chicken and waffles which he enjoyed but nothing to write home about. Restaurant was busy and we were seated close to our reservation time. Staff was nice enough but I didn't feel like anyone provided outstanding long service but moreover just checking the boxes as they milled about.,3
"I stopped by Founding Farmers on my way to the airport for a quick brunch. My coworkers and I were traveling with luggage, so of course we were looking a little clunky. When we walked in, the hostess asked if we wanted to put our luggage to the side of the entrance, so we did. While doing this, we noticed another worker, standing next to the podium, was just staring at us. And it wasn't a friendly stare either... we felt uncomfortable. Moving on, we sat down and looked at the menu to order. Here's what I had:Aztec Latte - this latte is unique in that it uses cayenne in the drink. As a result, it's spicy. The heat is enough to coat the back of your throat and give you a warming sensation. I liked it because I can handle my heat, but if you can't then I recommend getting the chai latte instead. If ordering this drink, have a glass of water on the side so you can have something more refreshing to cleanse your palate while eating! Breakfast Chicken & Waffles - I was a bit disappointed with this dish, with my main disappointment being the chicken and waffles. The chicken portion felt small, but most importantly (to me) it was not as crunchy as I was expecting. The fried portion was soggy. The waffles have a different texture; it's crispy, but very airy and light, though lacked flavor on its own. It tasted good, but didn't necessarily wow me. The waffles gave me Eggo cinnamon french toast stick vibes. Normally I would like to add maple syrup to this dish, but the maple syrup they have on the side has cinnamon sticks in it, which I didn't want the cinnamon flavor on a savory dish. I would come back to try other dishes for future opportunities, but unfortunately it would be difficult since I was only visiting for a few days. We didn't have a good experience with the worker staring at us prior to seating, but the server who served us was nice and friendly. Overall, my experience was okay.",3
"We dined outside. Very very busy.
Staff were attentive and helpful.
The food was decent. Price was steep. 5 plates plus dessert around $230 not including tip. No kids menu.
Waffles was delicious. Had a cinnamon taste - don't think I got a pic but basic Belgian type waffle.
The beef short rib, mashed potatoes and roasted autumn veggies with apple glaze delightful. Would return specifically for this dish.
Chicken enchiladas were decent. The steak that accompanied not so good.
Green beans were terrible just blanched .
Dessert was also a miss.",3
"The service was friendly and patient.
Today's Rickey was a great non alcoholic drink.
The flavor of the chicken pot pie was good but the overall dish wasn't what I expected. The ratio of bread to filling (chicken, veggies) and was way off. It was a lot of bread and not enough chicken. The bread is more croissant-like rather than pie-like.
The dark chocolate caramel cookie was fantastic, not too sweet, and good quality chocolate.",3
"This place has really gone downhill. I always loved the vibe and ambiance as I've dined often for business meetings for many years. Not only did they charge me for an appetizer I didn't receive, but I was told marketing would be in touch for a make good due to poor service (our server didn't even check in on us), inaccurate billing and food that arrived late and cold! Never heard from them. Eek! Below is a picture of my chicken and waffles and super bland dessert. The portions are much smaller than they were in the past. DC has countless better dinner options. Just no!",3
"Let me start off by saying, the food was good however I was expecting more because a lot of people gave this place 5 star reviews. We chose this place based on the high Yelp reviews and although our experience wasn't bad, there was nothing we ate that deserved 5 stars. Nonetheless, we were seated quickly and our server, Byron, was courteous and helpful. The ambiance was welcoming, I even saw I guy walk in with two dogs.
We ordered Scratch sodas (Vanilla and ginger) and the Farmer Girl(?) to drink. My friend raved about the Scratch ginger soda but the vanilla not so much. For appetizers we had Brie toast and artichoke dip, both were good. As for meals, we had a veggie burger, chicken and waffles, fried chicken and mash potatoes and a soup and salad.
All of our reviews averaged 3 stars. The veggie burger and chicken and waffles were crowd pleasers and the rest was mid.
I did like that they offer homemade chocolates on their dessert menu.",3
"Add this place to the list of tourist traps dedicated to our founding fathers.
Every single person I talked to recommended this place and it was good not great.
The place was a very cute brunch spot and service was incredible and behind friendly. I just wish the food were as good as the people bringing it to you.",3
"SO packed with people - over an hour wait for a table, so we opted to sit at the bar. The service received was great, Luan was our bartender/server and was fantastic. The food was delicious in taste and good in portion, BUT vegetables on both dishes were severely undercooked- essentially raw! My husband has dietary restrictions due to an illness and cannot eat raw veggies, so he had to leave them and of course remained hungry. We also ordered cornbread on a skillet, but my husband was also unable to eat it, as it had whole corn kernels in it (never seen this). The whole kernels were not mentioned on the menu either.",3
"We had reservations for brunch in a Saturday and sat outside. The inside of the restaurant was crowded but the hostess was efficient and friendly and they sat parties fairly quickly. They seem well versed in dealing with a high volume of patrons and that was pretty impressive.
The food and service , unfortunately, was lacking. Our server was friendly, but the food was not hot when it finally came out and we had to ask for everything separately (hot sauce, ketchup, napkins, salt and pepper ...none of that was at the table or brought with our savory breakfasts. Tea came out late as did our juice. The food was just okay - nothing spectacular about any of it and it was pretty expensive for the amount of food that came with each order.
At over 17,000 reviews, I expected much more from Founding Farmers. Perhaps the sweeter breakfasts (French toast, pancakes etc.) are better than the eggs and omelets, but I wouldn't go out of my way to go back and try.",3
"We made a reservation online for the Founding Farmers because the restaurant is always busy.
When we arrived we waited about 10 minutes but the restaurant was packed.
Service was slow, coffee was average it had a bad after taste.
When the food finally arrived I was kind of disappointed. My biscuits were hard on the top, and I wanted my hash browns well done and they weren't. I was amazed how they make their grits. At first I thought corn was in the grits but it wasn't corn - the grits were extremely lumpy.
The experience was average - maybe I ordered the wrong thing - I'm not sure. If I go back I will order something different and definitely stay away from the grits.",3
"There is street metered parking or a paid parking garage. The decor is more modern with a bar and 2 levels of seating. We were seated quickly, the service to take our order was quick. The hashbrowns needed more of a crunch to them, the sausage was okay, the jam was really good but overall the breakfast was just okay. I tried the hollandaise sauce and it was too much mayo for me.",3
"We came here for brunch and overall it was ok. Although the staff was friendly, they didn't really seem on top of things. First of all, our food took over 30 minutes to order. Also, we didn't have utensils and basically had to ask for them. My utensils were super hot, probably because they had just come out of the dishwasher. I also had to separately ask for a spoon since I got a yogurt bowl. The food itself was very mediocre. We got a yogurt bowl, eggs and toast, and chicken and waffles. The yogurt bowl was ok, but could have at least been chilled. I also got a blueberry muffin, and although fresh out the oven, could have been better. The eggs were ok, but the bread had an odd texture. It felt like it was reheated in the microwave or something. Also the chicken and waffles came with a big waffle, but one small piece of chicken.",3
"Good but not great food. I was not wow'ed by the pot pie or the brussel sprouts side. However, super friendly and efficient service behind the bar. I'm sure they have many more delicious options on the menu but I honestly wasn't impressed by the flavor combinations, sauces, or ingredients from what I read. Definitely more of a traditional rather than modern American restaurant. Not a MUST go when in DC.",3
Comfort foodGood serviceSome interesting itemsHad spatchcock chicken and fresh fish which was Wallyu,4
"Located across from the Western Market that is connected to 2000 Penn where I was working with my business team, my boss chose Founding Farmers because it was convenient and easy walking distance. It just so happened it was also part of a restaurant chain that we had ate the night before at their Georgetown location. Why my boss wanted to eat at their same restaurant two days in a row really is beyond me, but I will say we had the opportunity to enjoy lunch in a different setting, ordering different food. So the experience was different but still consistent.We enjoyed fried green tomatoes and candied bacon sticks for appetizers while I had a fried chicken salad for my main course. Overall, it was solid. It was filling the meal and satisfied without needing to order anything else. The service was on point in an interior that was very city comfort food and bar vibes. Dark gray interiors, warm, dark wood trim, the bar certainly had a happy hour and caters to the nearby business, government, and academic crowd that is dependable.",4
"I came with a very large group of people on NYE and our server Abby was so on top of it. Despite the big party, everything went really smoothly. Took off a star because I ordered scallops and they were super over cooked. Drinks are ok. Overall, food/drink is solid and good for pleasing a group but nothing to write home about.",4
"This is a review for brunch here. I came with a large group, and I give mad props to the waitress for handling it so well. In addition, the food here was so good. I ordered the basic breakfast. I'm kind of obsessed with the hashbrowns.  love hashbrowns as it is, and these are particularly flavorful. I'd eat them every morning if I could. This place also takes the refreshing step of seasoning eggs so that they are every bit as good as the more complex things on the plate. I'm not sure what they put on the bread, but I loved it. The only thing I didn't love on the plate was the bacon, which was pretty salty.",4
"Stopped by with some friends for their brunch buffet but it's only offered on Sundays I believe. The group I was with raved about this spot so I was excited to try it. The food was okay, I got the burger and onion rings. The burger was just fine, onion rings were honestly not good at all. They accidentally brought me fries with my burger and honestly glad they did because those made up for the onion rings. The wings and biscuits were my absolute favorite part of the meal. If nothing else, you must get the wings as an app! The sodas are made in house which is a cool concept but for the price and no refill I passed on trying them. The service was spotty but overall okay. Will be back to checkout brunch and give them another try.",4
"I'm going to be super honest and say while this place is worth the hype I felt that there were a few details where they fell short of the 5 star experience. Most of the food was next level: The biscuit app and ravioli entree were sooooo good.  I would definitely order those again!n We also  enjoyed  the brie app and while I didn't try the chicken and waffles it looked a really good before my kid inhaled it. Unfortunately the vegetarian loaf (tasteless) and burgers (greasy) were not very good so I suggest skipping those. Our server was really helpful and mostly attentive not sure why we weren't offered dessert, instead our check was dropped and we ended ordering dessert AFTER we paid. Lastly while the restaurant itself is pretty loud our table itself was pretty awful.  We sat right near the drink well and had to listen to all the banging and shaking along with the bartenders chatting about their personal stuff. This was also the server hang out while they stood around waiting for drinks.  This is  not what you expect when you have a reservation.",4
"I've been here a few times but this time took part in happy hour!! My friend and I had great service even though the bar was packed. FYI HH is only at the bar. Loved the Constitution!! Would definitely get again!I ordered the skillet corn bread which I really enjoy because it has pieces of corn in it and comes with honey butter! Yummm. A lady who sat right next to us and became friends quite quickly had the tuna tacos which were delicious!!  My friend who I came with got the prosciutto jam bread which was also yummy!For dinner my friend got the fried chicken and I got the sausage, mushroom, and ricotta gnocchi, which was good just a smaller portion than what I was expecting.Too full for dessert and eager to see Ellen DeGeneres!",4
"This place seems to have as many visitors as the local monuments. We were visiting DC and had to stop by for dinner. It was really hard to choose from all the options on the menu but you can't go wrong with fried chicken. I was hesitant because I wasn't a fan of the sides but we were told that we can make any swaps! I went for the Mac and cheese instead of collard greens. The fried chicken was a really good meal, the mashed potatoes were surprisingly my favorite and I'm usually not a fan. I would try to balance out the sides though, since the meal is very heavy. Overall the entire meal portion was ginormous and easily could be shared between 2 people. We also tried the butternut squash ravioli and that was good but didn't stand out. We also got the fried green tomatoes for starters and they made for a nice savory appetizer. But since they're fried they can be too filling if not shared. Lastly what I loved about this place is that they had little pre packaged founding farmers chocolate boxes for $12 that made the best gifts to take back home.",4
"Great service and delicious food. I sat at the bar but they have great outdoor seating too.Food was fresh and I had their dinner but wanted to try breakfast.Sausage wasn't for me, I asked for chicken but I think it was wrong but the juice was fresh so definitely get that.Bar service was quick but if it wasn't so hot I'd be outside.",4
"We just arrived in DC and after checking into our hotel headed out to eat.  We had used Yelp before we arrived to find local restaurants that sounded interesting, and one was the Founding Farmers, just a couple of blocks away.  Walking in we found a loud vibrant place.  It was getting late so it wasn't as busy as other reviews describe.  We opted to sit inside on a warm evening and had only a 15 minute wait.  There were tables outside available immediately.There are several menu items I could have picked, I decided on their Yankee Pot Roast.  While it was a good dish, I found the pot roast itself was far from fork tender.  The star for me was my summer crop side, their Roasted Heirloom Carrots.  With their orange glaze I found them exceptionally good.I also remembered they offered homemade pies and talked my family into getting a slice of Coconut Cream Pie.  I think we were all too full so one large slice was plenty and a sweet ending to a nice meal.",4
"It sounds like you had a pleasant dining experience with us, Art!  Thank you for sharing your experience, and we hope you have a wonderful time exploring more of DC! -Tiffany",4
"Founding Farmers: Where the Fried Chicken Works Magic. I'm convinced there's a secret ingredient in their fried chicken batter - it's simply the best I've ever tasted! We loved it so much, we dined here twice during our three-day trip to DC, once for dinner and again for brunch.On Tuesday evening, the atmosphere was electric, with a lively crowd eagerly awaiting their tables. The scene reminded me of concert-goers lining up before a show. A helpful tip for those without reservations: try booking through OpenTable. We snagged a table within 15 minutes, while others waited in line for 45 minutes or more.During our dinner visit, we enjoyed the well-priced cocktails, the delicious (though slightly tame) skillet cornbread, and the Founder's platter, which offered a delightful sampler of their most popular dishes. The star of the show, however, was undoubtedly the fried chicken.Our brunch experience was equally satisfying, featuring the must-try chicken and waffles, a crispy fried chicken salad, and a hearty breakfast plate. Every dish we ordered was flavorful and well-prepared.The only minor hiccup was the service. On both occasions, I had to remind the staff about my request for hot sauce, which arrived towards the end of our meal. Despite this small issue, our overall experience was fantastic",4
"I've been to this spot a couple of times and I enjoyed my experiences.
I was recently here for lunch and had the Kale Salad with Grilled Chicken. It was a good sized portion for lunch. The dressing was flavorful- I just asked for a light serving and that was perfect. I also had the Cornbread Skillet and that was a nice accompaniment to the salad. The cornbread had good corn flavor and texture and the nondairy honey butter was still pretty good - this is a great dish to share with the table.
The service has always been friendly.
This restaurant is a good option for families and large groups since the menus have so much variety.",4
"This is a fantastic brunch spot in DC! The presentation of each dish is beautifully done, adding to the overall experience. I had the Founding Farmers breakfast, which comes with two eggs, a choice of meat, a side, and bread. I opted for the chicken and waffles with an egg, and it was absolutely delicious--especially with the white gravy on the side. Highly recommend this place for a great meal!",4
"Had a nice breakfast here! They had a nice long table for our large group. The menu has lots of tasty sounding options, though I decided to go for something simple and light. I got the avocado toast and egg whites which was very tasty even with how simple it is. Also ordered a chai latte which was very flavorful.",4
"I decided to have dinner with the family at Founding Farmers after reading the reviews. First of all it's best to make a reservation or you could be waiting awhile +/- 30 minutes. The decor of the restaurant is gorgeous and the lay out flows very well throughout the restaurant. They do have outdoor seating as well as bar seating for dining. The customer service from beginning to end was very good and waiter did a great job taking care of us.
I ordered the Chicken and Waffle which seemed to be the best option considering that everything is ""made from scratch"" and they say their fried chicken is award winning. Let me get straight to the point, the chicken was good, tasty and crispy but it didn't have the soul food taste to it as you'd expect with chicken and waffles. I was disappointed but not every chicken and waffle dish is going to be great.
The macaroni and cheese as a side was good but not delicious, the green beans were bland and I needed to add salt and more salt to give it some semblance of flavor. Again, don't expect this to be a soul food experience and if that's not what you're looking for then you'll be fine.
My daughter had the cheeseburger and she said it was good but she wasn't impressed. My wife had the baby cheeseburgers and she said they were good. Overall, we had a great experience but the food was not the star of the evening.",4
"While visiting in DC I heard great things about this restaurant and decided to give it a try. I'm glad I did! Let me start off by saying.... I went on a Tuesday evening and it was packed! I did not have reservations so my wait was about 2 hours. People with reservations had a slight wait as well. I highly recommend making reservations before you go.
The staff/waiter was nice and friendly and recommended a few dishes. I got the garlic wings and biscuits as an appetizer AMAZING! Everyone was ordering the cornbread skillet so I wanted to try it but our order never came out (oversight on their behalf... maybe next time). As my main dish, I ordered the steak and enchiladas. The skirt steak with chimichurri sauce was excellent along with the street corn. I didn't really care for the chicken enchiladas (chick was a bit dry). My friend ordered the ribeye with mash potatoes and asparagus... she loved it! To top off our meal we got red wine and a margarita. The drinks were delicious.
I highly recommend this place. You will not be disappointed. A lot of items looked really good so I plan on going back once more before my trip ends so I can try something else and have another yummy margarita to go with my dinner.",4
Service was great! Homemade sodas were amazing! We shared the fried green tomatoes and the Turkey BLT! All was very yummy!,4
"We dined here and could tell it was a popular place. It was loud and bustling but in a good city restaurant way. The food is all made in house or sorted locally. We loved the Crab and Artichoke Cheese Dip for an appetizer.
For entrees we got the Pot Roast as well as the Shrimp and Grits. The Pot Roast was good but not amazing. The onions, carrots and celery were as if they just cut it raw and threw it in before serving. I like a veggie that has a crisp when cooked but these tasted raw. It was also overall just lukewarm. Flavor was good though. The Shrimp and Grits came out piping hot and was flavorful though should be called Shrimp Gumbo as it was served with what felt like a tablespoon of Grits.
We did enjoy it overall and they do have an expansive menu that would be worth trying again.",4
"This location of Founding Farmers in downtown DC will always have sentimental value to me, since it was a regular haunt when I worked in the area back in the late-2000s as it was the site of many get togethers with professional colleagues and friends alike. And TBH, it's hard to believe that 2024 will mark the 16th year of operation!
After walking in past the revolving door, the small-ish waiting area is often cramped with folks waiting to be seated by the patient staff. The mostly dark color palette is accentuated by lighter hardwood floors, furniture, and tiles. Kudos to the management team for maintaining these public areas in good condition.
While I'm no longer attending Happy Hour gatherings, I do enjoy popping by the OG location for of all things, dessert! A friend and I came here after a performance at the Kennedy Center and were lucky enough to snag a table upstairs. Just my preference, but if given the choice, I will usually opt to sit upstairs since it's a bit quieter and there are fewer ""acoustic challenges"" as found in the downstairs dining area.
Our server recommended the Butterscotch Bread pudding to share...and it was an excellent choice indeed! A portion large enough for 2-3 people arrived with the top of the dish toasty and crumbly. Digging in, the bread was moist and had an amazing butterscotch flavor with hints of cinnamon and light sugar. Dunk a piece into the smooth vanilla sauce, and it's the perfect pairing.
All desserts are made in-house, and the quality is reflected in the finished product. If I'm downtown and want something to satisfy my sweet tooth, you won't go wrong with this place.
16,000+ reviews and counting for the original Founding Farmers location which started it all.",4
"Came last night for a late dinner with family. Balsamic blue bacon cheeseburger, shrimp and sun dried tomato pasta, turkey avocado blt and the shrimp and grits were our entrees. All very good but I believe that our server was a little slow on picking them up as all were not temperature hot but relatively warm. (Shrimp and grits sauce had congealed on the top).
All were delicious just wish they were warmer. Of note. Their spicy Paloma and FROZEN gin and tonic were great.",4
"Besides the service being pretty slow for lunch on a week day. The restaurant was not very crowded for its size and there were plenty of staff working that day, so no reason for slow service, but once we started getting taken care of there were no real complaints. Inside there is seating upstairs and downstairs, We were upstairs and I'm sure if we had a window seat there would be some decent views of surrounding buildings or maybe even a monument. One thing I also really enjoyed about this visit was the music that was playing, It was the perfect mix of good feeling upbeat music. * If you know the playlist please drop a compliment* lol
For food and drinks we both ordered iced coffees with oat milk. They offer flavors if you want, just no hazelnut which is my go to. Not a deal breaker, but it would have been nice. I'm here on a work trip from Charleston SC, so when I'am home and see shrimp and grits on the menu, that is an easy go to for me. After Ordering that here I think I will keep that for exclusively when I am down south. It wasn't bad, but surely wasn't great. I can't remember exactly what the sandwich was that my friend had ordered, but she had no complaints.
All in all great spot to meet work friends in the area for a bite to eat, there is also a full bar so im sure this is a popular spot for locals after work as well.",4
"I'm in town for a conference and saw this place had over 17,000 reviews. I GOTTA try it. We were greeted by a super nice gentlemen at the entrance and taken upstairs for breakfast. I had the eggs, bacon and seasoned tomatoes and upgraded my meal with the French toast. The crisp on the French toast was unreal. I almost felt fried, but it was so lite on the inside. The syrup is amazing and had a slight cinnamon flavor. The ambiance is awesome, very cute decor, good music volume, and friendly staff. If you're in the area... stop by!",4
"I was recommended this place off of social media. I was super excited to try it out as I've never been before. I had spent the day in the National Mall so it was a relatively short walk to get here from the White House. We were seated pretty quickly and ordered our drinks. We ordered a pork chop with Brussel sprouts, mashed potatoes and broccoli to share. The pork chop was succulent and juicy. The mashed potatoes were very creamy. The Brussels sprouts were AMAZING! So amazing we had to order an extra side of them. However, the broccoli was much to be desired. They were covered in some kind of sauce (?) that basically made them inedible. The flavor was not good and we ended up not finishing the dish. We were a bit surprised because when we ordered the extra side of Brussels sprouts it was the same amount of food as the broccoli side but cost double. We had supposedly ordered the ""large"" size but it looked more like the small. Overall we had decent service and the food was very good (minus the broccoli). The location inside was very cute and the bathroom was relatively clean. My only complaint about the bathroom was that they had no hand towels and only a hand dryer.",4
"Very good crab, the poached egg was closer to hard boiled. Hash browns were fine, not memorable.
French toast was dry in the middle. The cinnamon infused syrup on the table was very thin...not even really maple syrup. Still tasty.
Coffee and hot cocoa were not hot. Bloody Mary was okay but not great.
Service was great. Friendly and prompt. The place is cute and clean.
Over $100 including the wellness fee... Overall a decent experience, but not one to go out of our way for.",4
"Absolutely love how they source ingredients from family-farmed and local distributors and how everything is made in-house from scratch! For a starter, I tried their chicken dumplings. They were okay. I found the skin of the dumpling to be a bit thick and the filling to be a bit dense, but I loved the sauce they came in. For my main course, I enjoyed avocado poblano cheeseburger. It was a perfect medium rare, and it just felt so light with all the veggies included. The fries on the side were delicious too! Nothing to write home about, but a solid pairing with a solid burger. I split one of their vanilla cream-filled cronuts for dessert, and it was good but not what I'd expect from a good cronut. It was a bit too chewy and dense, and almost stale considering it was the end of the day. I could appreciate the layers, but the texture and consistency was more reminiscent of a stale Ozzie roll from the Great American Restaurants chain. Overall, a nice spot with an extensive menu and a wonderful mission statement.",4
"AMAZING!! literally everything was a 10/10. We started with the deviled eggs and cocktails, and had the Squash ravioli, veggie loaf, ribeye, and side of the sweet potato and marshmallow fluff for dinner. For dessert, we had the VA peanut butter moose pie.. wow just wow. We also took home the candy bar collection- tastes just like the OG candies, but made with clean ingredients  Our server, Byron, was amazing! He was attentive and kind, and answered all questions! This is the first review I have ever left on yelp.. all to say it is 100% worth it- GO NOW!!!",5
"Wow, thank you for such an incredible review, Carsyn! We are happy you enjoyed every part of your dining experience. Byron will be thrilled to hear your kind words! We’re honored to be your first Yelp review and look forward to welcoming you back soon! -Jessica",5
Food was incredible and the setting was inviting. Our server Ashley made the night memorable and most enjoyable,5
"Jose was AMAZING! He was very attentive to our table and helped us choose what to get! I love this restaurant so much - truly might be my favorite ever! It's so fresh, delicious and YUMMY! The ambiance was perfect - everyone was so friendly and welcoming! 10/10 coming back (this was my second time this week!!)",5
"My friend had been bragging on how good this place was and I finally got to experience it.The staff were amazing. We didn't have reservations but they were still able to seat us. Our waiter made some great suggestions since it was my first time. Literally, everything I had was good. There is nothing I can say negative about my experience. Everything is nicely priced in my opinion. The inside has the perfect noise level to have a conversation with your guest.  I will definitely be back and highly recommend.",5
